Athlete Name,Athlete Position,Athlete Groups,Start Date,Session Type,Segment Name,Duration (mins),Session Load,Distance (m),Metres per Minute (m),High Intensity Running (m),No. of High Intensity Events,Sprint Distance (m),No. of Sprints,Top Speed (m/s),Percentage of Max Speed,Avg Speed (m/s),Accelerations,Decelerations
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-08,Training Session,Whole Session,95.0,486.0,3255.0,34.0,141.0,14.0,0.0,0.0,6.8,85.4,0.6,45.0,27.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-08,Training Session,Whole Session,60.0,198.0,1628.0,27.0,134.0,12.0,14.0,2.0,7.1,89.5,0.5,14.0,10.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-08,Training Session,Whole Session,95.0,404.0,3618.0,38.0,12.0,2.0,0.0,0.0,5.9,76.7,0.6,29.0,26.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-08-08,Training Session,Whole Session,95.0,450.0,3782.0,40.0,50.0,5.0,0.0,0.0,6.9,101.3,0.7,52.0,33.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-08,Training Session,Whole Session,95.0,456.0,3771.0,40.0,0.0,0.0,0.0,0.0,5.3,80.8,0.7,57.0,27.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-08-08,Training Session,Whole Session,60.0,236.0,1986.0,33.0,0.0,0.0,0.0,0.0,5.0,72.6,0.6,8.0,9.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-08,Training Session,Whole Session,60.0,164.0,1499.0,25.0,16.0,2.0,0.0,0.0,6.1,79.8,0.4,19.0,9.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-08,Training Session,Whole Session,60.0,93.0,906.0,15.0,0.0,0.0,0.0,0.0,5.5,84.0,0.3,6.0,4.0
Colton Sessoms,Centre Forward,UNCG,2025-08-08,Training Session,Whole Session,95.0,444.0,3566.0,38.0,69.0,8.0,0.0,0.0,6.9,88.2,0.6,51.0,24.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-08,Training Session,Whole Session,95.0,562.0,3577.0,38.0,12.0,1.0,0.0,0.0,6.2,72.9,0.6,39.0,29.0
Colton Sessoms,Centre Forward,UNCG,2025-08-08,Training Session,Whole Session,60.0,297.0,2181.0,36.0,128.0,12.0,9.0,1.0,7.6,97.3,0.6,28.0,24.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-08,Training Session,Whole Session,60.0,227.0,2012.0,34.0,41.0,6.0,0.0,0.0,6.0,70.9,0.6,22.0,13.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-08,Training Session,Whole Session,95.0,453.0,3621.0,38.0,42.0,6.0,0.0,0.0,6.1,79.2,0.6,48.0,37.0
Daniel Longo,Centre Midfielder,UNCG,2025-08-08,Training Session,Whole Session,95.0,527.0,4128.0,43.0,45.0,6.0,0.0,0.0,6.8,88.9,0.7,48.0,37.0
Daniel Longo,Centre Midfielder,UNCG,2025-08-08,Training Session,Whole Session,60.0,267.0,1991.0,33.0,14.0,1.0,0.0,0.0,6.4,84.0,0.6,28.0,17.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-08,Training Session,Whole Session,60.0,131.0,1259.0,21.0,12.0,2.0,0.0,0.0,5.6,73.6,0.3,9.0,9.0
Steven Hernandez,Left Winger,UNCG,2025-08-08,Training Session,Whole Session,95.0,352.0,2784.0,29.0,26.0,2.0,5.0,1.0,7.2,92.0,0.5,35.0,18.0
Steven Hernandez,Left Winger,UNCG,2025-08-08,Training Session,Whole Session,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Rustami,Right Winger,UNCG,2025-08-08,Training Session,Whole Session,95.0,456.0,3606.0,38.0,90.0,11.0,19.0,3.0,7.3,91.3,0.6,38.0,32.0
Enzo Dovlo,Right Winger,UNCG,2025-08-08,Training Session,Whole Session,95.0,516.0,4110.0,43.0,65.0,5.0,0.0,0.0,6.8,83.1,0.7,69.0,28.0
Adam Rustami,Right Winger,UNCG,2025-08-08,Training Session,Whole Session,60.0,305.0,2084.0,35.0,152.0,14.0,20.0,3.0,7.5,93.9,0.6,19.0,14.0
Enzo Dovlo,Right Winger,UNCG,2025-08-08,Training Session,Whole Session,60.0,236.0,2079.0,35.0,64.0,8.0,8.0,1.0,7.1,87.4,0.6,20.0,10.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,1138.0,6833.0,76.0,121.0,11.0,6.0,1.0,7.3,105.2,1.3,38.0,46.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,12.0,232.0,3.0,0.0,0.0,0.0,0.0,2.0,23.6,0.0,0.0,0.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,654.0,3764.0,42.0,181.0,18.0,40.0,5.0,7.7,99.0,0.7,35.0,26.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,98.0,722.0,8.0,10.0,2.0,13.0,1.0,7.9,98.9,0.1,4.0,4.0
Ben,Centre Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,45.0,623.0,3750.0,83.0,52.0,7.0,10.0,1.0,7.3,94.6,1.4,19.0,20.0
Téva Lossec,Left Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,1737.0,7957.0,88.0,438.0,40.0,166.0,7.0,8.7,104.4,1.5,64.0,77.0
bautista schmidt,Left Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,112.0,759.0,8.0,35.0,4.0,0.0,0.0,6.5,84.8,0.1,8.0,9.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,859.0,4777.0,53.0,182.0,19.0,117.0,4.0,8.3,97.5,0.9,33.0,48.0
Trym Linberg,Right Back,"Defense, UNCG",2025-08-09,Match Session,Whole Session,90.0,652.0,3739.0,42.0,150.0,17.0,82.0,8.0,7.8,93.1,0.7,34.0,30.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-08-09,Match Session,Whole Session,90.0,935.0,4279.0,48.0,271.0,26.0,72.0,7.0,8.1,103.6,0.8,35.0,32.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-08-09,Match Session,Whole Session,90.0,7.0,153.0,2.0,0.0,0.0,0.0,0.0,1.4,18.4,0.0,0.0,0.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-08-09,Match Session,Whole Session,90.0,12.0,260.0,3.0,0.0,0.0,0.0,0.0,2.5,32.4,0.0,0.0,0.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-08-09,Match Session,Whole Session,90.0,487.0,2179.0,24.0,66.0,6.0,0.0,0.0,6.3,83.1,0.4,18.0,22.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-09,Match Session,Whole Session,21.0,453.0,1985.0,95.0,187.0,18.0,51.0,3.0,7.5,94.5,1.6,15.0,20.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-08-09,Match Session,Whole Session,90.0,1040.0,6507.0,72.0,207.0,18.0,13.0,2.0,7.1,103.3,1.2,44.0,67.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-09,Match Session,Whole Session,90.0,11.0,246.0,3.0,0.0,0.0,0.0,0.0,1.8,27.3,0.0,0.0,0.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-09,Match Session,Whole Session,90.0,1208.0,6963.0,77.0,278.0,25.0,30.0,2.0,8.0,104.7,1.3,39.0,42.0
Colton Sessoms,Centre Forward,UNCG,2025-08-09,Match Session,Whole Session,90.0,758.0,4569.0,51.0,222.0,18.0,27.0,3.0,7.8,99.9,0.8,22.0,32.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-09,Match Session,Whole Session,90.0,978.0,4729.0,53.0,284.0,28.0,86.0,7.0,8.5,100.2,0.9,37.0,34.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-09,Match Session,Whole Session,90.0,127.0,755.0,8.0,12.0,1.0,0.0,0.0,6.6,86.4,0.1,1.0,6.0
Daniel Longo,Centre Midfielder,UNCG,2025-08-09,Match Session,Whole Session,90.0,1553.0,7372.0,82.0,224.0,19.0,0.0,0.0,6.9,90.0,1.4,42.0,64.0
Steven Hernandez,Left Winger,UNCG,2025-08-09,Match Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Rustami,Right Winger,UNCG,2025-08-09,Match Session,Whole Session,90.0,863.0,3967.0,44.0,160.0,13.0,24.0,2.0,7.9,98.8,0.7,22.0,43.0
Enzo Dovlo,Right Winger,UNCG,2025-08-09,Match Session,Whole Session,45.0,835.0,4490.0,100.0,267.0,29.0,58.0,4.0,8.2,100.3,1.7,39.0,49.0
Ben,Centre Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,615.0,4038.0,45.0,45.0,3.0,0.0,0.0,6.8,87.1,0.7,18.0,10.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,704.0,4727.0,53.0,122.0,12.0,0.0,0.0,7.1,90.5,0.9,53.0,25.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,865.0,5867.0,65.0,99.0,11.0,42.0,2.0,8.3,100.1,1.1,28.0,38.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,1066.0,6767.0,75.0,94.0,11.0,70.0,3.0,8.1,101.1,1.3,60.0,21.0
bautista schmidt,Left Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,886.0,5133.0,57.0,250.0,27.0,64.0,7.0,7.5,98.0,0.9,35.0,43.0
Trym Linberg,Right Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,534.0,3853.0,43.0,122.0,12.0,73.0,3.0,8.1,97.5,0.7,25.0,23.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-08-10,Match Session,Whole Session,90.0,111.0,842.0,9.0,15.0,2.0,11.0,1.0,7.5,88.3,0.2,8.0,3.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-08-10,Match Session,Whole Session,90.0,745.0,4713.0,52.0,205.0,20.0,22.0,2.0,7.6,93.7,0.9,52.0,35.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-08-10,Match Session,Whole Session,90.0,1490.0,8689.0,97.0,358.0,36.0,82.0,6.0,8.1,103.4,1.6,58.0,75.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-08-10,Match Session,Whole Session,90.0,1475.0,8997.0,100.0,247.0,25.0,11.0,1.0,7.3,94.7,1.7,56.0,57.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-08-10,Match Session,Whole Session,90.0,1528.0,7634.0,85.0,148.0,14.0,0.0,0.0,6.5,85.6,1.4,36.0,54.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-10,Match Session,Whole Session,90.0,266.0,1453.0,16.0,36.0,4.0,0.0,0.0,7.2,90.0,0.3,24.0,9.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-10,Match Session,Whole Session,90.0,565.0,3641.0,40.0,40.0,5.0,0.0,0.0,6.6,81.9,0.7,29.0,10.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-10,Match Session,Whole Session,90.0,1418.0,8249.0,92.0,68.0,9.0,22.0,1.0,8.3,126.9,1.5,54.0,74.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-10,Match Session,Whole Session,90.0,727.0,4382.0,49.0,172.0,15.0,9.0,2.0,7.1,83.6,0.8,28.0,26.0
Colton Sessoms,Centre Forward,UNCG,2025-08-10,Match Session,Whole Session,90.0,613.0,4034.0,45.0,161.0,16.0,17.0,1.0,8.1,104.5,0.7,36.0,20.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-10,Match Session,Whole Session,90.0,866.0,4811.0,53.0,217.0,24.0,20.0,2.0,7.4,96.4,0.9,31.0,42.0
Steven Hernandez,Left Winger,UNCG,2025-08-10,Match Session,Whole Session,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,0.0,0.0
Adam Rustami,Right Winger,UNCG,2025-08-10,Match Session,Whole Session,90.0,862.0,4777.0,53.0,211.0,21.0,9.0,1.0,7.3,92.4,0.9,38.0,51.0
Ben,Centre Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,464.0,3968.0,48.0,58.0,7.0,21.0,1.0,7.4,96.0,0.8,31.0,33.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,398.0,3636.0,44.0,43.0,4.0,0.0,0.0,6.4,77.3,0.7,33.0,24.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,494.0,4162.0,51.0,22.0,2.0,0.0,0.0,6.9,94.7,0.8,35.0,32.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,494.0,4147.0,51.0,58.0,7.0,35.0,2.0,8.4,104.2,0.8,40.0,32.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,491.0,4259.0,52.0,18.0,1.0,0.0,0.0,6.7,85.5,0.9,44.0,19.0
Téva Lossec,Left Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,633.0,4294.0,52.0,172.0,15.0,35.0,2.0,7.9,90.9,0.9,54.0,26.0
bautista schmidt,Left Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,418.0,3627.0,44.0,76.0,8.0,16.0,2.0,7.6,99.0,0.7,53.0,28.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,546.0,4179.0,51.0,87.0,12.0,54.0,5.0,7.7,90.5,0.8,63.0,35.0
Trym Linberg,Right Back,"Defense, UNCG",2025-08-12,Training Session,Whole Session,82.0,520.0,4324.0,53.0,71.0,7.0,42.0,2.0,8.1,97.3,0.9,60.0,37.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-08-12,Training Session,Whole Session,82.0,540.0,4265.0,52.0,99.0,11.0,22.0,2.0,7.5,93.0,0.9,48.0,31.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-08-12,Training Session,Whole Session,82.0,695.0,4968.0,61.0,150.0,19.0,4.0,1.0,6.9,85.7,1.0,33.0,32.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-08-12,Training Session,Whole Session,82.0,467.0,3594.0,44.0,44.0,5.0,0.0,0.0,6.4,82.1,0.7,50.0,24.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-08-12,Training Session,Whole Session,82.0,532.0,3704.0,45.0,48.0,5.0,0.0,0.0,6.6,87.2,0.8,52.0,23.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-12,Training Session,Whole Session,82.0,654.0,4033.0,49.0,108.0,15.0,5.0,1.0,7.0,88.0,0.8,45.0,42.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-12,Training Session,Whole Session,82.0,523.0,4586.0,56.0,31.0,5.0,0.0,0.0,6.0,74.5,0.9,39.0,29.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-12,Training Session,Whole Session,82.0,372.0,2929.0,36.0,10.0,1.0,0.0,0.0,6.3,75.8,0.6,29.0,30.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-08-12,Training Session,Whole Session,82.0,652.0,4639.0,57.0,14.0,2.0,0.0,0.0,6.3,89.0,0.9,44.0,54.0
Colton Sessoms,Centre Forward,UNCG,2025-08-12,Training Session,Whole Session,82.0,548.0,4123.0,50.0,118.0,14.0,24.0,2.0,7.6,92.9,0.8,72.0,31.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-12,Training Session,Whole Session,82.0,583.0,4273.0,52.0,68.0,9.0,0.0,0.0,6.6,77.9,0.9,62.0,32.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-12,Training Session,Whole Session,82.0,379.0,2960.0,36.0,45.0,5.0,0.0,0.0,6.2,80.6,0.6,39.0,36.0
Daniel Longo,Centre Midfielder,UNCG,2025-08-12,Training Session,Whole Session,82.0,670.0,4554.0,56.0,42.0,5.0,0.0,0.0,6.3,82.1,0.9,52.0,32.0
Steven Hernandez,Left Winger,UNCG,2025-08-12,Training Session,Whole Session,82.0,688.0,3916.0,48.0,0.0,0.0,0.0,0.0,5.0,63.6,0.8,8.0,1.0
Enzo Dovlo,Right Winger,UNCG,2025-08-12,Training Session,Whole Session,82.0,617.0,4380.0,53.0,123.0,17.0,77.0,3.0,8.2,99.2,0.9,64.0,47.0
Adam Rustami,Right Winger,UNCG,2025-08-12,Training Session,Whole Session,82.0,534.0,3811.0,46.0,18.0,2.0,0.0,0.0,6.0,76.1,0.8,43.0,26.0
Ben,Centre Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,8.0,52.0,1.0,0.0,0.0,0.0,0.0,3.6,45.9,0.0,1.0,1.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,12.6,0.0,0.0,0.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.7,10.2,0.0,0.0,0.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2,3.2,0.0,0.0,0.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,6.0,50.0,1.0,0.0,0.0,0.0,0.0,2.8,32.8,0.0,1.0,0.0
Téva Lossec,Left Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,5.1,0.0,0.0,0.0
bautista schmidt,Left Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.2,15.3,0.0,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.0,0.0,0.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,0.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-08-13,Training Session,Whole Session,87.0,3.0,56.0,1.0,0.0,0.0,0.0,0.0,1.6,19.6,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-08-13,Training Session,Whole Session,87.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.0,0.0,0.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-08-13,Training Session,Whole Session,87.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3,3.6,0.0,2.0,0.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-08-13,Training Session,Whole Session,87.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.9,12.4,0.0,0.0,0.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-13,Training Session,Whole Session,87.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.0,0.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-08-13,Training Session,Whole Session,87.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,14.7,0.0,0.0,0.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-13,Training Session,Whole Session,87.0,4.0,53.0,1.0,0.0,0.0,0.0,0.0,1.5,18.0,0.0,0.0,0.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-13,Training Session,Whole Session,87.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,1.3,16.2,0.0,0.0,0.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-13,Training Session,Whole Session,87.0,5.0,44.0,1.0,0.0,0.0,0.0,0.0,4.4,51.5,0.0,2.0,0.0
Colton Sessoms,Centre Forward,UNCG,2025-08-13,Training Session,Whole Session,87.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,13.7,0.0,1.0,0.0
Daniel Longo,Centre Midfielder,UNCG,2025-08-13,Training Session,Whole Session,87.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,13.6,0.0,0.0,0.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-13,Training Session,Whole Session,87.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,1.3,17.4,0.0,0.0,0.0
Steven Hernandez,Left Winger,UNCG,2025-08-13,Training Session,Whole Session,87.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6,8.1,0.0,0.0,0.0
Enzo Dovlo,Right Winger,UNCG,2025-08-13,Training Session,Whole Session,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.0,0.0
Adam Rustami,Right Winger,UNCG,2025-08-13,Training Session,Whole Session,87.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.3,15.9,0.0,0.0,0.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,386.0,3742.0,44.0,118.0,9.0,57.0,4.0,7.4,89.8,0.7,29.0,16.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,357.0,3590.0,42.0,0.0,0.0,0.0,0.0,4.2,57.6,0.7,13.0,2.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,514.0,3860.0,45.0,110.0,10.0,16.0,2.0,7.3,87.2,0.8,23.0,14.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,486.0,3459.0,41.0,67.0,6.0,34.0,3.0,8.0,101.8,0.7,40.0,17.0
Ben,Centre Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,466.0,3802.0,45.0,33.0,2.0,0.0,0.0,6.4,83.0,0.7,26.0,16.0
Téva Lossec,Left Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,589.0,4316.0,51.0,46.0,6.0,30.0,1.0,8.2,94.0,0.8,40.0,21.0
bautista schmidt,Left Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,396.0,3347.0,39.0,155.0,15.0,25.0,3.0,7.2,93.3,0.7,32.0,20.0
Trym Linberg,Right Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,620.0,4864.0,57.0,216.0,20.0,29.0,3.0,7.5,90.2,1.0,71.0,41.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-08-14,Training Session,Whole Session,85.0,617.0,4521.0,53.0,91.0,7.0,46.0,3.0,7.5,88.2,0.9,39.0,12.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-08-14,Training Session,Whole Session,85.0,492.0,3943.0,46.0,103.0,11.0,0.0,0.0,7.1,87.5,0.8,36.0,28.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-08-14,Training Session,Whole Session,85.0,490.0,3969.0,47.0,92.0,9.0,6.0,1.0,7.2,89.8,0.8,22.0,12.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-08-14,Training Session,Whole Session,85.0,504.0,4254.0,50.0,64.0,6.0,0.0,0.0,6.4,82.6,0.8,31.0,19.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-08-14,Training Session,Whole Session,85.0,675.0,4558.0,54.0,56.0,2.0,0.0,0.0,6.7,88.1,0.9,66.0,29.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-08-14,Training Session,Whole Session,85.0,368.0,2856.0,34.0,73.0,6.0,0.0,0.0,6.7,84.2,0.6,17.0,5.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-08-14,Training Session,Whole Session,85.0,630.0,4889.0,58.0,51.0,5.0,40.0,2.0,7.9,111.4,1.0,50.0,15.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-08-14,Training Session,Whole Session,85.0,548.0,4860.0,57.0,0.0,0.0,0.0,0.0,5.3,65.7,1.0,55.0,13.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-08-14,Training Session,Whole Session,85.0,466.0,3974.0,47.0,9.0,1.0,0.0,0.0,6.4,77.2,0.8,34.0,17.0
Colton Sessoms,Centre Forward,UNCG,2025-08-14,Training Session,Whole Session,85.0,487.0,4174.0,49.0,180.0,17.0,24.0,3.0,7.6,92.8,0.8,38.0,27.0
Arnaud Tattevin,Centre Forward,UNCG,2025-08-14,Training Session,Whole Session,85.0,729.0,5083.0,60.0,166.0,16.0,15.0,2.0,7.2,84.9,1.0,33.0,25.0
Daniel Longo,Centre Midfielder,UNCG,2025-08-14,Training Session,Whole Session,85.0,672.0,5002.0,59.0,72.0,8.0,0.0,0.0,6.1,79.7,1.0,50.0,20.0
Xavi Wences,Centre Midfielder,UNCG,2025-08-14,Training Session,Whole Session,85.0,439.0,3607.0,42.0,68.0,7.0,0.0,0.0,6.7,88.1,0.7,43.0,10.0
Steven Hernandez,Left Winger,UNCG,2025-08-14,Training Session,Whole Session,85.0,450.0,3098.0,36.0,32.0,2.0,0.0,0.0,6.7,85.6,0.6,24.0,16.0
Adam Rustami,Right Winger,UNCG,2025-08-14,Training Session,Whole Session,85.0,456.0,3438.0,40.0,99.0,7.0,13.0,2.0,7.2,90.8,0.7,33.0,17.0
Enzo Dovlo,Right Winger,UNCG,2025-08-14,Training Session,Whole Session,85.0,637.0,4766.0,56.0,119.0,9.0,0.0,0.0,6.8,82.9,0.9,35.0,23.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,90.0,1154.0,7285.0,81.0,190.0,20.0,34.0,3.0,7.9,108.8,1.3,44.0,38.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Jason Wynia,Centre Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Mason Dancy,Centre Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Ben,Centre Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Téva Lossec,Left Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,90.0,2204.0,10302.0,114.0,598.0,57.0,139.0,13.0,7.7,88.2,1.9,66.0,75.0
bautista schmidt,Left Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Trym Linberg,Right Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,90.0,998.0,6436.0,72.0,284.0,29.0,159.0,6.0,8.5,102.2,1.2,46.0,68.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-08-15,Match Session,Whole Session,90.0,1393.0,7919.0,88.0,502.0,44.0,99.0,8.0,7.7,90.4,1.5,53.0,45.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-08-15,Match Session,Whole Session,,,,,,,,,,,,,
